long,lat,yield,variety,seeding_rate,seed_spacing
-91.8499873722947,40.3764991038344,234.93729586634103,DKC63-33RIB,38.2812,5.4619
-91.84998666729471,40.3765123138344,255.061409226027,DKC63-33RIB,38.3292,5.4551
-91.8499861552947,40.3765256938344,253.85855926349097,DKC63-33RIB,38.0182,5.4997
-91.8499851592947,40.3765389818344,239.369226289189,P1498,34.1131,6.1293
-91.8499847632947,40.376552262834394,252.96023913080398,DKC63-33RIB,38.2962,5.4598
-91.84998446629471,40.376565662834395,251.60876481374697,DKC63-33RIB,36.1431,5.785
-91.84998397229471,40.3765788898343,243.15743912588502,DKC63-33RIB,37.2141,5.6185
-91.8499837382947,40.3765921838343,244.51567638284402,DKC63-33RIB,38.2862,5.4612
-91.8499837252947,40.3766055298344,235.84547400938098,DKC63-33RIB,38.3832,5.4474
-91.8499842292947,40.3766188908344,246.14374545789502,DKC63-33RIB,38.2852,5.4614
-91.8499843392947,40.3766320908343,246.961213393479,DKC63-33RIB,38.3062,5.4584
-91.84998383529471,40.376645346834394,227.183703846711,DKC63-33RIB,37.7172,5.5436
-91.84998311629471,40.3766586208343,228.876731909072,P1498,34.3791,6.0819
-91.8499831262947,40.376671947834396,226.25905845089,DKC63-33RIB,38.2932,5.4602
-91.8499828332947,40.3766851948344,242.723157237346,DKC63-33RIB,38.3442,5.452999999999999
-91.8499826882947,40.376698428834295,253.220216410464,DKC63-33RIB,38.2122,5.4718
-91.84998238529471,40.376711701834395,244.642120351312,P1498,34.3971,6.0787
-91.84998242329469,40.3767249418344,245.476972442443,DKC63-33RIB,38.3192,5.4565
-91.8499825202947,40.3767382458343,259.990149245819,DKC63-33RIB,37.3241,5.602
-91.8499824132947,40.376751527834294,247.57717274461,DKC63-33RIB,38.3052,5.4585
-91.8499823742947,40.3767647958343,245.953097460052,DKC63-33RIB,35.3121,5.9212
-91.8499819542947,40.3767780748343,222.11781829143996,DKC63-33RIB,37.7302,5.5417
-91.8499808682947,40.3767913308344,246.60078370671698,DKC63-33RIB,38.2762,5.4626
-91.8499802962947,40.3768045698343,248.524179456236,DKC63-33RIB,38.2472,5.4668
-91.8499803182947,40.3768178468343,218.29132617904202,DKC63-33RIB,38.2722,5.4632
-91.8499801212947,40.3768309998343,236.666041967822,DKC63-33RIB,35.6011,5.8731
-91.84998030529471,40.3768443558343,232.229665140056,DKC63-33RIB,37.2441,5.614
-91.8499802052947,40.37685765383429,228.809979349403,DKC63-33RIB,38.3982,5.4453
-91.8499802742947,40.3768709278343,224.277581163158,DKC63-33RIB,38.2592,5.4651
-91.8499803352947,40.376884178834295,243.635424710312,DKC63-33RIB,37.3251,5.6018
-91.8499800792947,40.3768973938343,246.112840731183,DKC63-33RIB,38.3082,5.4581
-91.84997890729471,40.3769105558343,250.52061397092004,DKC63-33RIB,37.7062,5.5452
-91.8499787062947,40.3769238088343,237.92266392522498,DKC63-33RIB,38.5012,5.4307
-91.8499792782947,40.376937070834295,243.67718760724,DKC63-33RIB,38.3312,5.4548
-91.84997959129471,40.3769502178343,228.82771740978902,DKC63-33RIB,38.2502,5.4664
-91.8499797252947,40.37696341283429,229.08111875378103,P1498,35.2001,5.94
-91.84997978229471,40.3769767128343,236.76198673083098,DKC63-33RIB,37.2141,5.6185
-91.84997912829469,40.3769899548343,234.13260515321602,DKC63-33RIB,38.2152,5.4714
-91.8499787992947,40.377003157834295,230.73305417064603,DKC63-33RIB,38.3302,5.4549
-91.84997876729471,40.3770163998343,226.71440747011002,DKC63-33RIB,38.3792,5.4479999999999995
-91.84997820629471,40.3770295898343,228.562627319599,DKC63-33RIB,35.4971,5.8903
-91.8499776892947,40.3770429208343,219.487350314939,DKC63-33RIB,37.6412,5.5548
-91.8499776132947,40.377056145834295,208.725019832459,DKC63-33RIB,38.4542,5.4374
-91.8499771652947,40.3770693848343,241.008239146471,DKC63-33RIB,38.1802,5.4764
-91.8499767342947,40.377082425834296,263.403603446231,DKC63-33RIB,37.8232,5.5281
-91.8499761562947,40.377095524834296,247.45690441518101,DKC63-33RIB,38.4552,5.4372
-91.84997650629471,40.3771087598343,245.130127757315,DKC63-33RIB,38.2142,5.4715
-91.84997629229471,40.3771218228343,267.329205995312,DKC63-33RIB,37.7342,5.5411
-91.84997617329469,40.3771348298343,270.009287732202,DKC63-33RIB,38.3072,5.4582
-91.8499750042947,40.3771478398343,251.91246024081298,DKC63-33RIB,38.3032,5.4588
-91.84997464129471,40.3771610178343,248.85163881572004,DKC63-33RIB,38.2042,5.4729
-91.8499751002947,40.377174117834294,255.31309694124002,DKC63-33RIB,38.2562,5.4655
-91.84997539629471,40.377187205834296,255.709418307836,P1498,34.3081,6.0944
-91.8499757002947,40.3772002748343,228.527247499277,DKC63-33RIB,38.4422,5.4391
-91.8499757302947,40.377213328834294,221.936005983536,DKC63-33RIB,37.6812,5.5489
-91.8499756222947,40.377226421834294,220.412362973447,DKC63-33RIB,37.9412,5.5109
-91.8499753392947,40.3772393618343,217.25614077793,DKC63-33RIB,38.4162,5.4427
-91.8499749742947,40.3772523398343,219.115439281953,DKC63-33RIB,37.0921,5.6370000000000005
-91.84997427229472,40.377265192834294,240.073582373404,DKC63-33RIB,38.1482,5.481
-91.84997443229472,40.37727819383429,236.40453308287002,DKC63-33RIB,38.1632,5.4788
-91.84997456729471,40.377291171834294,233.95879431680598,DKC63-33RIB,37.1671,5.6256
-91.84997457529471,40.3773041348343,239.003582953482,DKC63-33RIB,38.4212,5.442
-91.8499743682947,40.377317148834294,235.83050824368303,P1498,34.1881,6.1158
-91.84997412029459,40.377330040834295,211.11914166608898,DKC63-33RIB,37.2331,5.6157
-91.8499737822946,40.3773428728343,208.695946547044,DKC63-33RIB,35.8071,5.8393
-91.8499735682946,40.3773558508343,237.91407969877702,DKC63-33RIB,37.9342,5.5119
-91.84997359629459,40.3773687738343,239.935278289382,DKC63-33RIB,37.2741,5.6095
-91.84997346429459,40.3773815608343,223.093606431581,DKC63-33RIB,34.1951,6.1146
-91.84997343929459,40.3773942968343,247.876966174249,DKC63-33RIB,35.1981,5.9403
-91.84997317029459,40.377407041834296,240.352124969761,DKC63-33RIB,37.2441,5.614
-91.8499729222946,40.3774199148343,238.96547477408402,DKC63-33RIB,38.1802,5.4764
-91.8499725882946,40.3774326848343,226.488097224822,DKC63-33RIB,35.1981,5.9403
-91.84997253829461,40.377445593834295,223.44296622929298,DKC63-33RIB,35.1411,5.95
-91.84997261529459,40.377458418834294,230.12562479673198,DKC63-33RIB,37.4421,5.5843
-91.84997260029459,40.3774713838343,248.31801013560002,DKC63-33RIB,37.3031,5.6051
-91.84997252229459,40.3774843798343,233.009896912324,DKC63-33RIB,37.2471,5.6136
-91.84997237429458,40.3774975218343,241.426474078754,DKC63-33RIB,37.3141,5.6035
-91.84997241329461,40.377510517834395,227.69243774450902,DKC63-33RIB,35.2481,5.9319
-91.8499721922946,40.377523579834296,228.268985534362,DKC63-33RIB,37.2371,5.6151
-91.8499717432946,40.3775367848343,236.770650752773,DKC63-33RIB,37.3371,5.6
-91.84997134129459,40.3775501038344,229.418275920462,DKC63-33RIB,37.2711,5.6099
-91.84997102229471,40.3775634718343,235.10967785688098,DKC63-33RIB,37.2241,5.617000000000001
-91.84997065129471,40.3775767988343,233.45839722704102,DKC63-33RIB,37.4501,5.5831
-91.84997048129459,40.37759030883429,228.060356904773,DKC63-33RIB,37.2641,5.611000000000001
-91.84997035529459,40.3776037538344,226.95613829940498,DKC63-33RIB,37.2861,5.6077
-91.8499708272946,40.377617306834395,212.768539088937,DKC63-33RIB,37.2231,5.6172
-91.84997112329461,40.3776308958343,221.01385769889998,DKC63-33RIB,37.2401,5.6146
-91.8499706712946,40.37764435383429,217.052379419744,P1498,37.2681,5.6104
-91.84997046229459,40.3776578808343,229.86034583674598,DKC63-33RIB,38.2002,5.4735
-91.8499702072946,40.3776714978343,246.400737166913,DKC63-33RIB,37.2621,5.6113
-91.8499698412946,40.37768511883429,243.96123919405,DKC63-33RIB,37.2381,5.6149
-91.84996965629459,40.3776987468343,241.56701828742501,DKC63-33RIB,35.9991,5.8082
-91.8499691822946,40.377712307834294,247.611304712937,DKC63-33RIB,37.2761,5.6092
-91.8499688422946,40.3777258208343,225.81134119583697,P1498,37.4441,5.584
-91.84996894929459,40.377739318834294,223.878735913773,P1498,37.3841,5.593
-91.8499690762946,40.377752871834296,238.825033455228,P1498,35.6171,5.8705
-91.8499689172946,40.3777663488344,221.078977906474,DKC63-33RIB,37.2381,5.6149
-91.8499687882946,40.3777798018344,228.030526585074,DKC63-33RIB,37.2111,5.619
-91.84996845729471,40.3777933388344,227.17267382690602,DKC63-33RIB,38.2482,5.4666
-91.8499678992947,40.377806752834395,219.26835367862702,DKC63-33RIB,37.3911,5.5919
-91.84996774129459,40.377820257834394,231.71605593321,DKC63-33RIB,37.3211,5.6024
-91.8499674122946,40.3778337098343,209.565155235301,P1498,37.2991,5.6057
-91.84996721429471,40.3778472468343,221.919035867651,P1498,37.4451,5.5839
-91.8499668372946,40.377860627834394,243.493311270706,DKC63-33RIB,37.1551,5.6275
-91.84996661529459,40.3778740688344,234.931290857152,DKC63-33RIB,37.2721,5.6098
-91.84996641029458,40.3778875758344,232.35083049109699,DKC63-33RIB,35.2181,5.937
-91.84996617029459,40.377900964834396,230.73143744202002,DKC63-33RIB,37.1481,5.6285
-91.84996591129459,40.377914452834396,228.359696560672,DKC63-33RIB,37.2701,5.6101
-91.84996527029459,40.3779277208344,236.28371573426898,DKC63-33RIB,37.3321,5.6008
-91.84996462429459,40.377941132834394,223.88858334872998,DKC63-33RIB,38.3582,5.4510000000000005
-91.8499643182946,40.3779545478343,233.93399101172,DKC63-33RIB,38.2552,5.4656
-91.8499639862946,40.377967895834395,230.99019081241002,DKC63-33RIB,37.3011,5.6054
-91.8499634272946,40.377981211834395,231.959602119474,DKC63-33RIB,37.3841,5.593
-91.8499629612946,40.377994605834395,224.69262422718498,DKC63-33RIB,37.1941,5.6216
-91.8499628062946,40.37800796783429,225.175794795897,P1498,37.2481,5.6134
-91.8499629232946,40.3780212608344,221.829336716514,DKC63-33RIB,34.3301,6.0905
-91.84996331029458,40.3780346418344,225.57119243468102,DKC63-33RIB,34.3041,6.0951
-91.8499630512946,40.378047937834395,219.043982061342,DKC63-33RIB,35.3681,5.9118
-91.84996267129459,40.3780611448344,231.46764619676398,DKC63-33RIB,34.2721,6.1008
-91.84996226429459,40.378074555834395,230.561997030276,DKC63-33RIB,38.4542,5.4374
-91.8499619922946,40.378087820834395,231.95935500835603,DKC63-33RIB,37.0841,5.6382
-91.8499613712946,40.3781011278344,241.89223440254398,DKC63-33RIB,37.4181,5.5879
-91.8499611922946,40.378114227834395,220.88071878575298,DKC63-33RIB,34.2751,6.1003
-91.84996089929459,40.378127457834395,226.676464306423,P1498,38.2692,5.4636
-91.84996080429458,40.3781406538344,233.66205654439702,DKC63-33RIB,35.2501,5.9316
-91.8499608522946,40.378153985834395,224.25773953415901,DKC63-33RIB,37.2491,5.6133
-91.84996125429458,40.3781672578343,225.152282256904,DKC63-33RIB,37.3141,5.6035
-91.84996150529459,40.3781804638344,218.53282063407298,P1498,37.5782,5.5641
-91.8499614232946,40.3781936988344,218.30232754579498,DKC63-33RIB,37.2621,5.6113
-91.8499609582946,40.378206805834395,216.15541844719502,DKC63-33RIB,37.2781,5.6089
-91.84996073129459,40.378219955834396,209.32739484766603,DKC63-33RIB,37.3451,5.5988
-91.8499609412946,40.378233169834296,224.637042069286,DKC63-33RIB,37.2961,5.6062
-91.84996069929458,40.378246260834295,234.648472504143,DKC63-33RIB,38.3072,5.4582
-91.84996045029459,40.3782594758344,244.947773342977,DKC63-33RIB,37.3321,5.6008
-91.84996024929458,40.3782726878344,259.333226741131,DKC63-33RIB,34.1781,6.1176
-91.8499598532946,40.378285825834396,243.623303750941,DKC63-33RIB,38.3502,5.4521
-91.8499590422946,40.3782989358344,237.93203529725898,DKC63-33RIB,37.5012,5.5755
-91.8499592982946,40.378312067834294,250.623977815634,P1498,37.3791,5.5937
-91.8499594022946,40.3783253548343,230.53677319392898,DKC63-33RIB,37.6022,5.5606
-91.8499594382946,40.3783385778344,235.765491657603,DKC63-33RIB,37.3251,5.6018
-91.8499594512946,40.3783517278344,236.694026170563,DKC63-33RIB,37.3531,5.5976
-91.8499594212946,40.3783649928343,226.814661425382,DKC63-33RIB,37.2881,5.6074
-91.8499592412946,40.3783781838344,235.97819993023498,DKC63-33RIB,37.2801,5.6086
-91.8499589432946,40.3783914018343,213.07556532656398,DKC63-33RIB,37.2281,5.6164
-91.84995863429458,40.3784047218344,221.455706088402,DKC63-33RIB,35.2861,5.9255
-91.8499582672946,40.3784179898343,228.182654973243,DKC63-33RIB,37.3211,5.6024
-91.84995813629459,40.3784313378344,221.59232238663103,DKC63-33RIB,37.1441,5.6291
-91.8499576662946,40.3784445458344,237.04868845420899,DKC63-33RIB,37.3231,5.6021
-91.84995745629459,40.378457874834396,227.574378444833,DKC63-33RIB,37.2401,5.6146
-91.8499571562946,40.3784711988343,244.560353418994,P1498,38.4262,5.4413
-91.84995708429459,40.3784845128343,241.274254859959,DKC63-33RIB,37.1981,5.6209
-91.84995645929459,40.3784977248343,234.52962199893997,DKC63-33RIB,37.3131,5.6036
-91.84995600429458,40.3785109278344,227.170296770712,DKC63-33RIB,37.2801,5.6086
-91.8499553712946,40.3785241818344,225.988295381086,P1498,34.4381,6.0714
-91.8499551472946,40.3785372528343,232.69380904335898,DKC63-33RIB,35.1731,5.9446
-91.84995474429459,40.3785503668343,227.235274551031,DKC63-33RIB,37.2231,5.6172
-91.84995430629459,40.378563492834296,229.626918872904,DKC63-33RIB,38.6812,5.4054
-91.8499545072946,40.378576644834396,218.09105668343602,P1498,37.2681,5.6104
-91.8499551632946,40.37858991283429,219.04577385208302,DKC63-33RIB,37.2531,5.6126
-91.84995489529459,40.3786030898343,209.16197701856098,DKC63-33RIB,37.1441,5.6291
-91.8499545462946,40.378616134834296,214.244416312997,DKC63-33RIB,37.3651,5.5958
-91.8499542262946,40.3786293928344,220.27731162668,DKC63-33RIB,37.2501,5.6131
-91.84995341129459,40.3786424798344,244.50100405373902,DKC63-33RIB,37.2491,5.6133
-91.84995298429459,40.3786556988344,244.34070056986099,DKC63-33RIB,37.1311,5.6311
-91.8499526632946,40.3786688958344,215.42344532140598,P1498,38.1482,5.481
-91.84995175629459,40.37868208383429,225.92444670387297,DKC63-33RIB,35.1861,5.9424
-91.8499514332946,40.3786952158344,242.101344997458,P1498,37.2421,5.6143
-91.8499512722946,40.378708448834296,246.69202826597402,DKC63-33RIB,37.2811,5.6084
-91.8499513762946,40.378721690834396,244.08245977342003,DKC63-33RIB,35.2041,5.9393
-91.84995202429458,40.3787347488343,234.36254856877702,P1498,34.2981,6.0962
-91.84995221529459,40.378747731834395,242.11944338834098,P1498,37.2681,5.6104
-91.84995308929459,40.3787607808344,237.02436587418202,DKC63-33RIB,37.3091,5.6042
-91.8499538122946,40.3787738898343,212.16668621884602,P1498,38.2052,5.4728
-91.84995331929458,40.3787868278343,220.078298206927,DKC63-33RIB,37.3971,5.591
-91.84995344129459,40.3787998038344,220.241524700388,DKC63-33RIB,37.2381,5.6149
-91.84995347829461,40.378812817834294,229.92546378132198,DKC63-33RIB,36.3581,5.7508
-91.8499524582946,40.3788258198343,243.38739488855302,P1498,38.2042,5.4729
-91.84995140429459,40.3788388428344,252.26716953166599,DKC63-33RIB,35.2091,5.9385
-91.8499507522946,40.3788520298343,236.334796357136,DKC63-33RIB,37.2401,5.6146
-91.84995020529459,40.378865178834296,231.914189048124,DKC63-33RIB,37.2721,5.6098
-91.84995014629459,40.378878175834295,214.042390329819,DKC63-33RIB,36.3601,5.7505
-91.84995011029459,40.3788912338344,213.179582722843,DKC63-33RIB,37.1521,5.6279
-91.8499498932946,40.378904252834296,220.23833137244702,DKC63-33RIB,37.2101,5.6191
-91.8499498432946,40.378917331834295,225.38524786881598,DKC63-33RIB,37.2631,5.6111
-91.84994963129459,40.37893027383429,213.572819801899,DKC63-33RIB,37.3431,5.5991
-91.84994928729459,40.378943318834295,215.41102729538898,P1498,34.3091,6.0943
-91.8499491982946,40.378956393834294,228.01756658238997,DKC63-33RIB,36.5171,5.7258
-91.8499491712946,40.378969375834295,230.774450834159,DKC63-33RIB,37.2511,5.6129
-91.84994916929459,40.37898222383429,229.46236987760201,P1498,34.3381,6.0891
-91.8499491202946,40.3789952128343,222.64056972830397,DKC63-33RIB,36.5341,5.7231
-91.84994903929459,40.3790080418343,239.773866375704,DKC63-33RIB,35.3901,5.9081
-91.84994887629459,40.379020999834296,298.007761145848,DKC63-33RIB,37.1481,5.6285
-91.8499485732947,40.379033879834296,300.036506759644,DKC63-33RIB,34.5741,6.0476
-91.84994854429459,40.3790467488343,306.92831998407297,DKC63-33RIB,34.7011,6.0254
-91.84994821729471,40.3790595158343,277.852545087281,DKC63-33RIB,37.4311,5.586
-91.8499475382947,40.3790723468343,272.646708255787,DKC63-33RIB,34.3301,6.0905
-91.8499469762947,40.379085190834296,260.56047560130503,DKC63-33RIB,37.2321,5.6158
-91.84994661229472,40.3790982258343,240.648896296991,DKC63-33RIB,37.3271,5.6015
-91.84994645029471,40.37911107883429,241.843098082388,P1498,35.5211,5.8863
-91.8499464382947,40.3791240058343,245.09296848602298,DKC63-33RIB,35.7891,5.8422
-91.8499462402947,40.3791369128343,232.74569812966098,DKC63-33RIB,37.3751,5.5943
-91.8499460892947,40.3791497718343,215.487036920644,DKC63-33RIB,37.3421,5.5993
-91.8499455742947,40.37916282383429,197.160773417631,DKC63-33RIB,37.3141,5.6035
-91.8499450652947,40.3791757708344,243.97419987916598,P1498,35.0671,5.9625
-91.8499449382947,40.3791888698344,239.572032354169,P1498,40.1702,5.2051
-91.85002185429458,40.3791860508343,152.95511175821002,DKC63-33RIB,38.6372,5.4116
-91.85002261129459,40.3791701148343,183.06587596141202,DKC63-33RIB,35.8551,5.8315
-91.8500230712946,40.379154683834294,201.270908849653,DKC63-33RIB,35.4881,5.8918
-91.85002390029459,40.3791392658343,205.137124925482,DKC63-33RIB,36.4561,5.7354
-91.8500241262946,40.3791239798343,209.583512486163,DKC63-33RIB,35.7891,5.8422
-91.8500249112946,40.3791086858343,223.702707004565,DKC63-33RIB,36.5351,5.723
-91.8500252162946,40.379093252834295,241.96274014567996,P1498,35.5331,5.8843
-91.85002536429458,40.3790779148343,247.681805125582,DKC63-33RIB,34.2381,6.1069
-91.85002544529459,40.3790629518343,253.087723506771,DKC63-33RIB,37.3651,5.5958
-91.85002530029459,40.3790480568343,226.126115495695,DKC63-33RIB,36.7801,5.6848
-91.8500255712946,40.3790331398343,228.44085815861098,DKC63-33RIB,34.5741,6.0476
-91.85002578129459,40.3790182318344,224.670778802163,P1498,35.3031,5.9227
-91.8500261582946,40.3790034608344,228.182961426222,DKC63-33RIB,37.2051,5.6199
-91.8500266782946,40.3789886318343,224.17181936312198,DKC63-33RIB,37.2451,5.6139
-91.85002713929458,40.378973841834394,218.15263843505298,DKC63-33RIB,35.9141,5.8219
-91.85002753429458,40.3789589448344,205.686894435634,DKC63-33RIB,34.2811,6.0992
-91.85002788429459,40.3789441638343,207.83752133459302,DKC63-33RIB,37.2021,5.6203
-91.85002813429459,40.3789293768343,209.978515345918,DKC63-33RIB,37.1941,5.6216
-91.8500280662946,40.3789144518343,208.293284141741,DKC63-33RIB,35.7891,5.8422
-91.8500275572946,40.378899516834394,204.769793452562,DKC63-33RIB,34.2891,6.0978
-91.8500274782946,40.3788848198344,209.68931421665798,P1498,36.9451,5.6594
-91.85002752129459,40.3788699598343,232.327245300383,DKC63-33RIB,34.3561,6.0859
-91.85002739229459,40.3788550608344,235.327832888797,DKC63-33RIB,36.0271,5.8036
-91.8500277212946,40.378840307834395,220.04324145133998,DKC63-33RIB,36.4711,5.733
-91.8500284322946,40.378825623834295,216.363335008488,DKC63-33RIB,37.4241,5.587000000000001
-91.85002856429459,40.37881087283439,206.555846999712,P1498,34.3021,6.0955
-91.8500296612946,40.3787961648343,211.256488928344,DKC63-33RIB,37.2691,5.6102
-91.85002993529459,40.378781467834294,210.72375554319402,DKC63-33RIB,35.2011,5.9398
-91.8500302702946,40.3787666918343,217.01720775224098,DKC63-33RIB,31.4141,6.6559
-91.8500306082946,40.378752076834296,219.628391093016,P1498,37.1921,5.6219
-91.85003068629459,40.378737189834396,219.844863819499,DKC63-33RIB,36.8891,5.667999999999999
-91.85003113929459,40.3787225458343,215.231905404178,DKC63-33RIB,34.2731,6.1007
-91.85003154529458,40.3787077168344,209.782124316058,DKC63-33RIB,36.6551,5.7042
-91.8500316652946,40.3786929388343,205.091787067233,DKC63-33RIB,37.3721,5.5948
-91.85003130029459,40.3786782328343,203.325628988507,DKC63-33RIB,37.1101,5.6343
-91.8500311322946,40.3786635008343,222.619527279099,DKC63-33RIB,34.2131,6.1114
-91.85003140429458,40.3786487818344,209.668062365988,DKC63-33RIB,34.2121,6.1115
-91.8500314422946,40.3786341788344,225.356860331348,P1498,38.1872,5.4754
-91.8500317022946,40.3786195368344,230.790738424748,DKC63-33RIB,37.3931,5.5916
-91.85003194129459,40.3786049798344,225.003100061496,DKC63-33RIB,37.3301,5.6011
-91.8500321662946,40.3785903298344,224.62255280831502,DKC63-33RIB,37.3021,5.6053
-91.85003242929459,40.3785755778344,205.477074907534,DKC63-33RIB,37.2571,5.612
-91.85003260629459,40.3785608388344,238.237397212351,DKC63-33RIB,37.1971,5.6211
-91.85003304429459,40.3785460248344,219.931817828324,P1498,38.1462,5.4813
-91.85003298129459,40.3785312658344,210.401718846915,DKC63-33RIB,37.2501,5.6131
-91.85003268029459,40.3785164888344,208.38364415580799,DKC63-33RIB,37.3051,5.6048
-91.85003320929458,40.3785018968344,213.94431089444802,DKC63-33RIB,37.5962,5.5614
-91.8500333172946,40.378487291834396,208.96819261612,DKC63-33RIB,37.2761,5.6092
-91.8500338232946,40.3784727428344,213.695405671674,DKC63-33RIB,37.2611,5.6114
-91.8500343172946,40.378458134834396,205.06318411889401,DKC63-33RIB,37.0761,5.6394
-91.85003488929459,40.3784435768344,239.26176298899298,DKC63-33RIB,37.3781,5.5939
-91.85003533529459,40.3784290308344,231.777436994419,DKC63-33RIB,35.1991,5.9402
-91.8500356452946,40.3784145998344,222.29481301369202,DKC63-33RIB,37.4121,5.5888
-91.8500359672946,40.378400056834394,223.76007180228802,DKC63-33RIB,37.3561,5.5972
-91.85003652429458,40.3783854928344,225.292063224278,DKC63-33RIB,37.2581,5.6119
-91.85003674629459,40.3783709338344,217.65370240888802,DKC63-33RIB,37.3391,5.5997
-91.85003684929458,40.3783562678344,216.75629733696098,DKC63-33RIB,37.3211,5.6024
-91.8500372822946,40.3783416648344,218.85618278047002,DKC63-33RIB,37.3101,5.6041
-91.85003754929458,40.3783270498344,207.96545903797198,DKC63-33RIB,37.2721,5.6098
-91.85003748529459,40.3783123888344,225.22377556637002,P1498,38.4072,5.444
-91.85003768929458,40.3782977888344,209.846103994038,DKC63-33RIB,37.8062,5.5306
-91.8500375822946,40.3782832388344,210.10714724395,DKC63-33RIB,37.3101,5.6041
-91.85003767529459,40.378268621834394,207.317374952615,DKC63-33RIB,37.7192,5.5433
-91.85003794429458,40.378254107834394,205.479166227891,DKC63-33RIB,35.2741,5.9275
-91.85003804429459,40.3782395228344,214.32942502108003,DKC63-33RIB,37.3311,5.6009
-91.8500381072946,40.378224827834394,211.14588471968202,DKC63-33RIB,37.3121,5.6038
-91.8500388722946,40.378210376834396,223.633509324016,DKC63-33RIB,37.2741,5.6095
-91.8500393012946,40.3781958008344,231.24638791219502,P1498,37.2281,5.6164
-91.8500395082946,40.3781811128344,219.103662365466,P1498,37.5782,5.5641
-91.8500394412946,40.378166537834396,227.774013529421,DKC63-33RIB,38.3582,5.4510000000000005
-91.85003957229459,40.3781518738344,219.862872370517,DKC63-33RIB,38.2502,5.4664
-91.8500394752946,40.3781371748344,249.106299890927,DKC63-33RIB,34.2991,6.096
-91.8500394932946,40.3781224548344,242.41818227655602,DKC63-33RIB,35.2311,5.9348
-91.85003957429458,40.3781076678344,228.50911452088903,DKC63-33RIB,38.2172,5.4711
-91.85003953529458,40.378092872834394,218.28500491461202,P1498,38.2832,5.4616
-91.85003908429458,40.3780785658344,225.404948730804,DKC63-33RIB,37.1871,5.6226
-91.85003933029449,40.3780648808344,220.222227652166,DKC63-33RIB,37.2971,5.606
-91.85003979129449,40.3780513398344,224.07897257079398,DKC63-33RIB,37.3941,5.5915
-91.8500399272945,40.3780375648344,225.487532851747,P1498,37.2371,5.6151
-91.8500398972946,40.3780239798344,244.326433714763,P1498,37.2281,5.6164
-91.85004052629449,40.3780102718344,245.654829179482,DKC63-33RIB,35.3491,5.915
-91.8500408962945,40.3779967758344,239.93553554113498,DKC63-33RIB,37.2301,5.6161
-91.85004111829451,40.3779831358344,247.711423174286,DKC63-33RIB,37.2131,5.6187
-91.8500415922945,40.3779695308344,232.42193085946602,DKC63-33RIB,37.2571,5.612
